THIS CALLS FOR A TOAST,Phrase,0
TRUSTED FRIEND,Person,0
THE AMAZING SPIDER-MAN,Movie Title,0
SLEEPING BEAUTY PAGEANT WINNER,Before & After,0
JEAN JACKET,Thing,0
SIGHTSEEING EXPEDITION,Event,0
PEARL EARRINGS,Things,0
ENCORE PERFORMANCE,Show Biz,0
WORTH THE WAIT,Phrase,0
MASSAGE TABLE,Thing,0
SOLD-OUT CONCERT,Show Biz,0
TOSSING COINS INTO A WISHING WELL,What Are You Doing?,0
CREAM CHEESE CARROT CAKE,Same Letter,0
MOLECULE,Thing,0
YOU MUST BE MY LUCKY STAR,Song Lyrics,0
NIGHTINGALES,Living Things,0
MARRIED WITH CHILDREN,The 90's,0
EXACTLY ALIKE,Phrase,0
LET YOU HAIR DOWN,Phrase,0
TREASURE HUNT,Event,0
BALLROOM DANCE INSTRUCTOR,Occupation,0
LUKEWARM WATER POLO,Before & After,0
VIDEO GAMES,Around the House,0
COCONUT SHRIMP WITH SWEET AND SOUR SAUCE,Food & Drink,0
DRESSER DRAWERS,Around the House,0
HARDWARE AND SOFTWARE,Things,0
GLOBAL PHENOMENON,Thing,0
EXERCISE BIKE,Around the House,0
SWITZERLAND,On the Map,0
PERSONALIZED LICENSE PLATE,Thing,0
GINGERBREAD & SELF-MADE MAN,Same Name,0
BAYWATCH,Title,0
I WONDER HOW MANY VACATION DAYS I HAVE,Phrase,0
GHOSTBUSTERS,The 80's,0
CLIFFHANGER ENDING,Show Biz,0
HIKING PATH,Place,0
ATHLETIC CLUB,Place,0
CHICAGO WHITE SOX,Proper Name,0
BRINGING HOME THE BACON BITS,Before & After,0
STATE OF THE ART TECHNOLOGY,Thing,0
JAWS,Title,0
CHARTING A NEW COURSE,What Are You Doing?,0
YELLOW BRICK ROAD,Fictional Place,0
BETTER LATE THAN NEVER,Phrase,0
CAST OF CHARACTERS,Show Biz,0
LIGHTHOUSE,Place,0
STOCKHOLM SWEDEN,On the Map,0
TRAIN STATION,Place,0
REMOTE CONTROL FREAK,Before & After,0
FORREST GUMP WINS OSCAR FOR BEST PICTURE,The 90's,0
HOME MOVIES,Things,0
FRUIT SALAD TOPPED WITH SHREDDED COCONUT,Food & Drink,0
BANK TELLER,Occupation,0
LISTENING TO A PLAYLIST,What Are You Doing?,0
HIGH INCOME,Thing,0
ISTANBUL TURKEY,On the Map,0
CHARLIZE THERON,Proper Name,0
TO BOLDLY GO WHERE NO MAN HAS GONE BEFORE,TV Quote,0
FOOD COURT JESTER,Before & After,0
WEB PAGE,Thing,0
ESCAPE FROM THE ORDINARY,Phrase,0
YOUR NAME IN LIGHTS,Show Biz,0
EXPERIENCED PROFESSIONAL,Person,0
KAYAK PADDLE,Thing,0
EUROPEAN VACATION,The 80's,0
MOUNTAIN LION,Living Thing,0
AN APPLE A DAY KEEPS THE DOCTOR AWAY,Rhyme Time,0
GREEN GARDENING GLOVES,Same Letter,0
I DREW A BLANK,Phrase,0
SHAKE IT UP BABY TWIST AND SHOUT,Song Lyrics,0
KEVIN SPACEY,Proper Name,0
TIME IS RUNNING OUT,Phrase,0
A THRIVING BUSINESS,Thing,0
AERIAL VIEW,Thing,0
BERLIN GERMANY,On the Map,0
LIBRARIAN,Occupation,0
EVERYTHING BUT THE KITCHEN SINK,Phrase,0
TWINKLE TWINKLE LITTLE STAR AND CO-STAR,Before & After,0
TOBEY MAGUIRE,Proper Name,0
SPECTACULAR SCUBA DIVING,Fun & Games,0
THE SPICE GIRLS,The 90's,0
CRISPY CURLY FRIES,Food & Drink,0
PLUSH TOY,Thing,0
SOUTHEAST ASIA,On the Map,0
WISHING WELL,Thing,0
BAKED POTATO WITH SOUR CREAM & CHIVES,Food & Drink,0
BAD HAIR DAY OF RECKONING,Before & After,0
BOLIVIA,On the Map,0
SURFING THE BIGGEST WAVES EVER,Fun & Games,0
WAREHOUSE SALE,Event,0
IN MY HUMBLE OPINION,Phrase,0
CAN I HAVE A HUG?,Phrase,0
AEROBICS INSTRUCTOR,Occupation,0
RAZZLE-DAZZLE,Rhyme Time,0
BENCH PRESS CONFERENCE,Before & After,0
BLOWING OUT THE CANDLES ON A BIRTHDAY CAKE,Event,0
DEPOSIT SLIP,Thing,0
NOW THAT'S TRAVELING IN STYLE,Phrase,0
WAYNE'S WORLD,The 90's,0
TRAINING FOR A MARATHON,What Are You Doing?,0
NEW HAVEN CONNECTICUT,On the Map,0
ON MY WAY,Phrase,0
GYMNASTICS MEET,Event,0
THE AVENGERS,Fictional Characters,0
SINGLES DOUBLES AND TRIPLES,Things,0
BIG BUFF BRAWNY BODYBUILDER,Same Letter,0
KICKBOXING,Fun & Games,0
PRIVATE SURFING LESSONS,Fun & Games,0
GREEN LEAFY SALAD,Food & Drink,0
PHILADELPHIA PHILLIES,Proper Name,0
PREVIOUS EXPERIENCE,Phrase,0
VENICE BEACH,On the Map,0
FLIPS AND CARTWHEELS,Fun & Games,0
EARNING BROWNIE POINTS,What Are You Doing?,0
HOCKEY AND FISH STICKS,Same Name,0
MINIVAN,Thing,0
A ROLLING STONE GATHERS NO MOSS,Quotation,0
LANCE ARMSTRONG,Proper Name,0
SNOOPY & WOODSTOCK,Fictional Characters,0
HUGE REWARD,Thing,0
AMATEUR ATHLETES,People,0
BACK TO THE FUTURE,The 80's,0
SYNCHRONIZED SWIMMING,Fun & Games,0
UNDER LOCK & KEY LIME PIE,Before & After,0
GARTH BROOKS,Proper Name,0
DINING AT A SEASIDE RESTAURANT,Event,0
AMERICA'S GOT TALENT,TV Title,0
FURNITURE MAKER,Occupation,0
RIGHT DOWN TO THE WIRE,Phrase,0
LIFTING WEIGHTS,What Are You Doing?,0
SPOTTED OWL,Living Thing,0
TALKING THE TALK AND WALKING THE WALK,Rhyme Time,0
PLAYING A PRACTICAL JOKE,Fun & Games,0
THE VIEW,Title,0
FRIENDLY FLIGHT ATTENDANTS,People,0
DIAMOND IN THE ROUGH,Phrase,0
WHISTLE-STOP TRAIN TOUR,Event,0
AMBITION,Thing,0
HOME-COOKED MEAL,Food & Drink,0
ONE OF THE GANG,Person,0
ROLLING OUT THE RED CARPET,Event,0
GARDEN AND SUPPORT HOSE,Same Name,0
HOBBIES,Thing,0
TALK ABOUT AN EXOTIC LOCATION,Phrase,0
SAINT BERNARD,Living Thing,0
DAZZLING DIAMONDS,Things,0
PUBLIC SPEAKING,Thing,0
BROTHERS & SISTERS,People,0
CLASSIC NOVEL,Thing,0
BANANA-NUT OAT BRAN MUFFINS,Food & Drink,0
BABY ON BOARD OF DIRECTORS,Before & After,0
OLYMPIAN,Person,0
DINING AT THE CAPTAIN'S TABLE,Event,0
HIS & HERS BATHROBES,Around the House,0
DELICIOUS AND NUTRITIOUS,Rhyme Time,0
MULBERRY TREE,Living Thing,0
THE BIG PICTURE,Phrase,0
REFRIGERATOR MAGNETS,In the Kitchen,0
DETROIT LIONS,Proper Name,0
WARM APPLE FRITTERS WITH POWDERED SUGAR,Food & Drink,0
GRADUALLY GAINING GROUND,Same Letter,0
ACTIVE DUTY,Thing,0
TRAVEL-SIZE SHAMPOO & CONDITIONER,Things,0
ARGYLE SWEATER,Thing,0
AWARD-WINNING SHORT FILM,Show Biz,0
IN OTHER WORDS,Phrase,0
THE SOUND OF LAUGHTER,Thing,0
ELECTRIC RAZOR,Around the House,0
OLYMPIC TRACK AND FIELD MOUSE,Before & After,0
SHOWSTOPPING MUSICAL NUMBER,Show Biz,0
SHOW YOUR STUFF,Phrase,0
SOAKING IN A HOT TUB UNDER THE STARS,What Are You Doing?,0
CHERRY ORCHARD,Place,0
SCALLOPED POTATOES,Food & Drink,0
I'M BACK AGAIN,Phrase,0
CLOSE-KNIT FAMILY,People,0
DEAL OF THE CENTURY,Thing,0
EVERYBODY'S WORKING FOR THE WEEKEND,Song Lyrics,0
RICHIE FONZIE & POTSIE ON HAPPY DAYS,The 70's,0
LOOKING SPIFFY,Phrase,0
SWIMMING IN THE PACIFIC OCEAN,Fun & Games,0
NEEDLEPOINT PILLOWS,Around the House,0
GETTING LOST IN THE CROWD,What Are You Doing?,0
VALUABLE GIFT,Thing,0
MAKING MINT JULEPS,What Are You Doing?,0
FEATURED SOUTHERN LOCALE,Fun & Games,0
I WILL ALWAYS LOVE YOU BY DOLLY PARTON,Song/Artist,0
THROW CAUTION TO THE WIND CHIMES,Before & After,0
GRACELAND,Place,0
A PATIO OVERLOOKING THE OCEAN,Place,0
FUTURE MOTHER-IN-LAW,Person,0
VICTORY IS SWEET,Phrase,0
HEAVY DUMBBELL,Thing,0
THE DUKES OF HAZARD,The 80's,0
FIREPLACE MANTLE,Around the House,0
THEY'LL BE DANCING IN THE AISLES,Phrase,0
BOWLING AND DEBUTANTE BALL,Same Name,0
THINK BACK,Phrase,0
VACATION ALL I EVER WANTED,Song Lyrics,0
JEFF FOXWORTHY,Proper Name,0
PRIVATE INVESTIGATOR,Occupation,0
QUITE AN EVENT,Phrase,0
KENNY CHESNEY,Proper Name,0
I'LL BE BACK,Movie Quote,0
BIRDS OF A FEATHER FLOCK TOGETHER,Rhyme Time,0
CHICKEN-FRIED STEAK SMOTHERED IN GRAVY,Food & Drink,0
GIVE ME FIVE,Phrase,0
SURE TO PUT A SMILE ON YOUR FACE,Phrase,0
ARTS FESTIVAL,Event,0
WALKER TEXAS RANGER,The 90's,0
ALIVE AND KICKING,Phrase,0
CAROLINA PANTHERS,Proper Name,0
SECOND HELPING,Thing,0
SHED SOME LIGHT ON THE SUBJECT,Phrase,0
KEITH URBAN MYTH,Before & After,0
ROLODEX,Thing,0
HAMBURGER PATTY WITH GRILLED PINEAPPLE,Food & Drink,0
DESIGNING WOMEN,The 80's,0
LONG-DISTANCE RUNNER,Person,0
BABY CLOTHES,Things,0
HERD OF CATTLE,Living Things,0
PHOTO GALLERY,Place,0
NATIONAL FOOTBALL LEAGUE,Proper Name,0
BLUEBERRY BUTTERMILK BISCUITS,Same Letter,0
DIGITAL WATCH,Thing,0
RELAXING UNDER THE CARIBBEAN SUN,What Are You Doing?,0
TECHNICAL SUPPORT,Thing,0
PIN THE TAIL ON THE DONKEY,Fun & Games,0
LUCK OF THE DRAW,Phrase,0
YOUNG UPSTART,Person,0
RAISE YOUR HAND,Phrase,0
THE ILIAD AND THE ODYSSEY,Titles,0
FOOD FIGHT IN THE CAFETERIA,Event,0
FRIENDLY FAMILIAR FACES,Same Letter,0
FLY-FISHING,Event,0
TROPICAL ISLAND OASIS,Place,0
THE SILVER SURFER,Fictional Character,0
MAKING AN EDUCATED GUESS,What Are You Doing?,0
SHARP IMAGE,Thing,0
DEAD POETS SOCIETY,Movie Title,0
BILLINGS MONTANA,On the Map,0
PUBLIC DISPLAY OF AFFECTION,Phrase,0
REPORT CARD SHARK,Before & After,0
FARMHOUSE,Place,0
BEACHES THAT WILL TAKE YOUR BREATH AWAY,Places,0
BULLETIN BOARD,Thing,0
RESTAURANT MANAGER,Occupation,0
POWER SURGE,Thing,0
COMPUTER LAB,Place,0
SOCRATES AND PLATO,Proper Names,0
READING BETWEEN THE LINES,What Are You Doing?,0
TO BE OR NOT TO BE THAT IS THE QUESTION,Quotation,0
POGO STICK,Thing,0
AWE-INSPIRING OCEAN VIEWS,Things,0
STUDENT COUNCIL,People,0
A GAME OF CAT AND MOUSE,Phrase,0
THROWING WATER BALLOONS,Fun & Games,0
BRIEF LAYOVER,Phrase,0
RUBBER CEMENT,Thing,0
TUCSON ARIZONA,On the Map,0
SINGING SENSATION MARIAH CAREY,Show Biz,0
ELECTRIC CURRENT EVENTS,Before & After,0
TIMBUKTU,Place,0
TRYING ON A NEW GRASS SKIRT,What Are You Doing?,0
THEATER DISTRICT,Place,0
GRAPEFRUIT TREE,Living Thing,0
WILD PITCH,Thing,0
WHERE'S YOUR HALL PASS?,Phrase,0
GREENHOUSE,Place,0
FAST TIMES AT RIDGEMONT HIGH,The 80's,0
THE SCARLET & REGISTERED LETTER,Same Name,0
OH MY GOSH,Phrase,0
COME FLY WITH ME LET'S FLY,Song Lyrics,0
HILARY SWANK,Proper Name,0
WEIGHTS AND MEASURES,Things,0
UNIQUE INSIGHT,Thing,0
BAGS OF CANDY,Food & Drink,0
SHOPPING LIST,Around the House,0
GETTING AN EDGE ON THE COMPETITION,What Are You Doing?,0
JACK BLACK CAT,Before & After,0
HIP HIP HOORAY,Phrase,0
LOSE YOUR BLUES EVERYBODY CUT FOOTLOOSE,Song Lyrics,0
JIM CARREY,Proper Name,0
A NIGHTMARE ON ELM STREET,Movie Title,0
PICK AND CHOOSE,Phrase,0
HOCUS-POCUS,Rhyme Time,0
ENTER YOUR PASSWORD,Phrase,0
THE LEGEND OF SLEEPY HOLLOW,Title,0
MAKE EVERY SECOND COUNT DRACULA,Before & After,0
IN THE BUFF,Thing,0
VISITING AN ACTIVE VOLCANO,Event,0
DEVILED EGGS,Food & Drink,0
SECRET COMPARTMENT,Thing,0
LOOK AWAY,Phrase,0
HOWLING AT THE MOON,What Are You Doing?,0
STAGE FRIGHT,Show Biz,0
WINNING A COSTUME CONTEST,Event,0
THE WICKED WITCH OF THE WEST VIRGINIA,Before & After,0
SHAKE IT UP,Phrase,0
THERE'S NOTHING LIKE A FRESHWATER POOL,Phrase,0
BEETLEJUICE,The 80's,0
STADIUM SCOREBOARD,Thing,0
ABBREVIATIONS,Things,0
I PUT A SPELL ON YOU,Song Lyrics,0
FENDER BENDER,Rhyme Time,0
TURNING INTO A WEREWOLF,Event,0
SPOOKY SCARY SKELETONS,Same Letter,0
GIGABYTES,Things,0
SHARING THE ALOHA SPIRIT,What Are You Doing?,0
CHESS CHAMPION,Person,0
MISTAKEN IDENTITY,Phrase,0
KIDDING AROUND,What Are You Doing?,0
RUBBER MASK,Thing,0
THE NEXT BIG THING,Phrase,0
MICHAEL JACKSON'S THRILLER,The 80's,0
VAMPIRES OF THE TWILIGHT SAGA,Fictional Characters,0
CUBICLE,Place,0
QUIET SECLUDED BEACH,Place,0
ARIZONA CARDINALS,Proper Name,0
HITTING THE JACKPOT,Event,0
LONG OVERDUE,Phrase,0
LAND OF OPPORTUNITY,Place,0
LOBSTER POT,In the Kitchen,0
HERE THERE AND EVERYWHERE,Rhyme Time,0
PRACTICE MAKES PERFECT STRANGERS,Before & After,0
YOU'VE GOT SPUNK,Phrase,0
INVITATION TO A BEACH PARTY,Thing,0
TALENT CONTEST,Show Biz,0
MOUTHWATERING DESSERTS,Food & Drink,0
BASKETBALL REFEREE,Occupation,0
ON THE PHONE,Phrase,0
BOULDER COLORADO,On the Map,0
KNITTING A SWEATER,What Are You Doing?,0
DON'T BEAT AROUND THE BUSH,Phrase,0
WILLIE AND FULL NELSON,Same Name,0
WEB BROWSER,Thing,0
MILES OF AMAZING LAVA FIELDS,Things,0
RAINBOW TROUT,Living Thing,0
THE HUMAN CANNONBALL,Show Biz,0
A WORD OF ADVICE,Phrase,0
TULSA OKLAHOMA,On the Map,0
FOLLOW THE LEADER,Fun & Games,0
BUTCH CASSIDY AND THE SUNDANCE KID,Movie Title,0
TWO WRONGS DON'T MAKE A RIGHT HAND MAN,Before & After,0
ON THE BLINK,Phrase,0
NATURAL HOT MINERAL SPRINGS,Things,0
CONSTRUCTION SITE,Place,0
SUMO WRESTLER,People,0
GROUP EFFORT,Thing,0
BISMARCK NORTH DAKOTA,On the Map,0
REGULAR CUSTOMER,Person,0
ONE DOZEN GLAZED DOUGHNUTS,Food & Drink,0
HOT AIR BALLOON PILOT,Occupation,0
COLE PORTER,Person,0
JOY TO THE FISHES IN THE DEEP BLUE SEA,Song Lyrics,0
CLOSET ORGANIZER,Around the House,0
BARKING UP THE WRONG TREE,What Are You Doing?,0
PINKY RING,Thing,0
SOLDIERS & SAILORS,People,0
PORTERHOUSE STEAK,Food & Drink,0
OUT OF THE FRYING INTO THE FIRE,Phrase,0
BOOT AND BAND CAMP,Same Name,0
HAIRDO,Thing,0
THE NAME'S BOND JAMES BOND,Movie Quote,0
SURPRISE VISIT,Event,0
RULES & REGULATIONS,Things,0
UPBEAT TEMPO,Thing,0
A FEW GOOD MEN,Movie Title,0
EARLY RISER,Person,0
BIG BULGING BICEPS,Same Letter,0
FAST-FOOD CHANGE OF COMMAND,Before & After,0
BRING THE UNDERWATER CAMERA,Phrase,0
WALKIE-TALKIE,Rhyme Time,0
INDEPENDENCE MISSOURI,On the Map,0
OUTFOX THE COMPETITION,Phrase,0
ALL HANDS ON DECK,Phrase,0
ANNAPOLIS MARYLAND,On the Map,0
HAIL TO THE CHIEF PETTY OFFICER,Before & After,0
QUARTERBACK PEYTON MANNING,Proper Name,0
FORGE AHEAD,Phrase,0
SWIMMING ALONG A COLORFUL CORAL REEF,Fun & Games,0
SPECIALTY OF THE HOUSE,Thing,0
SITTING IN THE HOT SEAT,What Are You Doing?,0
POSITIVE VIBE,Thing,0
AIR FORCE BASE,Place,0
HANDSOME DEVIL,Person,0
BRIGADIER GENERAL ADMISSION,Before & After,0
ACTOR-DIRECTOR SYLVESTER STALLONE,Show Biz,0
UP AND DOWN,Phrase,0
A LITTLE REST AND RECUPERATION,Phrase,0
ALL-ACCESS PASS,Thing,0
BILOXI MISSISSIPPI,On the Map,0
AWARDS BANQUET,Event,0
DYNAMIC DUO,People,0
SAN DIEGO ZOO,Landmark,0
EXTRA-LARGE PIZZA WITH EVERYTHING ON IT,Food & Drink,0
MEG AND SAVING PRIVATE RYAN,Same Name,0
COUPON,Thing,0
REQUESTING EXTENDED SHORE LEAVE,What Are You Doing?,0
HOLD THAT THOUGHT,Phrase,0
PLAY-BY-PLAY ANNOUNCER,Occupation,0
HOME PAGE,Thing,0
DISTINGUISHED SERVICE,Thing,0
THE PERFECT STORM,Title,0
PRESIDENTIAL SEAL THE DEAL,Before & After,0
OPEN-FACED ROAST BEEF SANDWICH,Food & Drink,0
I'M SO GIDDY,Phrase,0
SOAKING IN THE SPECTACULAR SCENERY,What Are You Doing?,0
RECRUITING OFFICE,Place,0
PROFESSIONAL TRANSLATOR,Occupation,0
HIGH POINT,Thing,0
EVERYBODY WINS,Phrase,0
SETTING THE DINNER TABLE,What Are You Doing?,0
BUFFALO AND DOLLAR BILLS,Same Name,0
MASHED POTATOES AND GRAVY,Food & Drink,0
REJUVENATING SPA TREATMENTS,Things,0
HUNTING LODGE,Place,0
ACTORS AND ACTRESSES,People,0
TAILGATE PARTY,Event,0
BOSTON HARBOR,On the Map,0
KIND FACE,Thing,0
AN AMERICAN TRADITION,Thing,0
SECOND HONEYMOON,Event,0
PUMPKIN PIE WITH WHIPPED CREAM,Food & Drink,0
A DETECTIVE SEARCHING FOR CLUES,Person,0
SOMEBODY INFLATE THE BEACH BALL,Phrase,0
I WANT MY MTV,The 80's,0
HASTE MAKES WASTE,Rhyme Time,0
GUIDED TOUR,Event,0
I'M A BELIEVER,Song Title,0
SHOOTING STARS,Things,0
GREEN BEANS WITH SAUTED MUSHROOMS,Food & Drink,0
COULD'VE WOULD'VE SHOULD'VE,Rhyme Time,0
NEVER IN MY WILDEST DREAMS,Phrase,0
THE VILLAGE PEOPLE,The 70's,0
BREAKING THE WISHBONE,Event,0
FASHION MAGAZINES,Around the House,0
COIN BANK,Thing,0
CARVING THE TURKEY,Event,0
FIT AS A FIDDLE,Phrase,0
COMPUTER SYSTEMS ANALYST,Occupation,0
LADIES' NIGHT OWL,Before & After,0
I LIKE TO MOVE IT MOVE IT,Song Lyrics,0
NEW ENGLAND PATRIOTS,Proper Name,0
TIMELESS TREASURES,Things,0
PLAYING FOR KEEPS,What Are You Doing?,0
FIRST GLIMPSE,Thing,0
MY FAVORITE SHOW,Thing,0
DISCO DANCING,The 70's,0
EATING THANKSGIVING LEFTOVERS,What Are You Doing?,0
IMAGINARY FRIEND OF THE FAMILY,Before & After,0
CRUISING THROUGH JUNGLE CANALS,Fun & Games,0
DECISIONS DECISIONS,Phrase,0
BUBBLE BATH,Around the House,0
BITE YOUR TONGUE,Phrase,0
I CAN KEEP A SECRET,Phrase,0
KNITTING NEEDLES,Around the House,0
HEADING IN THE RIGHT DIRECTION,What Are You Doing?,0
WRAPPING PAPER JAM,Before & After,0
SWIM SNORKEL SUNBATHE,Same Letter,0
FAMILY DOCTOR,Occupation,0
ORANGES AND TANGERINES,Food & Drink,0
ENDLESS POSSIBILITIES,Things,0
SUBWAY TOKEN,Thing,0
EXCHANGING GIFTS,Fun & Games,0
DALLAS TEXAS,On the Map,0
GEORGE CLOONEY STARS IN ER,The 90's,0
COMPUTER AND POTATO CHIPS,Same Name,0
THE GOOD THINGS IN LIFE,Phrase,0
TABASCO SAUCE,Food & Drink,0
AUNTS UNCLES AND COUSINS,People,0
DON'T GIVE UP HOPE,Phrase,0
A CANDLE IN THE WINDOW,Around the House,0
INDIANAPOLIS COLTS,Proper Name,0
CHECKING MY DAILY HOROSCOPE,What Are You Doing?,0
MORE FUN THAN A BARREL OF MONKEYS,Phrase,0
ENJOYING BREAKFAST IN BED,Event,0
ROMANTIC COMEDY,Show Biz,0
DOING THE MOONWALK,The 80's,0
CONAN THE BARBARIAN,Fictional Character,0
HIGH VOLUME,Phrase,0
BORDER COLLIE,Living Thing,0
ELECTRIC SKILLET,In the Kitchen,0
COME ON CHARLIE BROWN I'LL HOLD THE BALL,TV Quote,0
DEPOSIT SLIP OF THE TONGUE,Before & After,0
THEME SONG FROM HAWAII FIVE-O,Show Biz,0
HARRISON FORD,Proper Name,0
THE ENGLISH COUNTRYSIDE,Place,0
EXPERT IN THE FIELD,Person,0
SHOPPING ONLINE,What Are You Doing?,0
TIMBER WOLF,Living Thing,0
THE FRESH PRINCE OF BEL-AIR,The 90's,0
AMATEUR BOXER SHORTS,Before & After,0
GRINNING FROM EAR TO EAR,Phrase,0
DISC JOCKEY,Occupation,0
THE LITTLE DIPPER,Thing,0
THE MAN WITH THE PLAN,Rhyme Time,0
WIFE AND KIDS,People,0
FRESH-BREWED COFFEE,Food & Drink,0
BADMINTON NET,Fun & Games,0
DRINKING LEMONADE ON THE PORCH SWING,What Are You Doing?,0
DR. AND THE WIZARD OF OZ,Same Name,0
INFOMERCIAL,Thing,0
MY SUITCASE IS ALREADY PACKED,Phrase,0
GOSSIP COLUMNIST,Occupation,0
GOOSE DOWN COMFORTER,Around the House,0
FAMILY VIDEO,Thing,0
NEW ENGLAND,On the Map,0
DEEP SLEEP,Rhyme Time,0
ACADEMY AWARD WINNER SANDRA BULLOCK,Show Biz,0
NOSE JOB SECURITY,Before & After,0
BEEF IT UP,Phrase,0
HULA DANCING COMPETITION,Event,0
HOT APPLE CIDER,Food & Drink,0
GIGGLING GIRLS,People,0
IMPROVISING,What Are You Doing?,0
WEEKEND GETAWAY,Event,0
GREY'S ANATOMY,TV Title,0
SWEET ROASTED BUTTERNUT SQUASH,Food & Drink,0
DOZING OFF THE BEATEN PATH,Before & After,0
PORKY PIG,Fictional Character,0
THIS SHOULD WHET YOUR APPETITE,Phrase,0
FLANNEL PAJAMAS,Around the House,0
POPPING THE CORK,What Are You Doing?,0
SHOEBOX,Thing,0
HOMEMADE CHOCOLATE CAKE,Food & Drink,0
READY FOR ACTION,Phrase,0
LOOKING THROUGH A TELESCOPE,What Are You Doing?,0
SLUMBER PARTY ANIMAL,Before & After,0
THE SKIPPER,Person,0
WINDSURFING AROUND THE ISLAND,Fun & Games,0
PHYSICAL THERAPIST,Occupation,0
CINCINNATI BENGALS,Proper Name,0
TOUGH PUZZLE,Thing,0
MARTHA'S VINEYARD,On the Map,0
IRISH SETTER,Living Thing,0
CURLING UP WITH A GOOD BOOK,What Are You Doing?,0
COMFORTABLE COUCH CUSHIONS,Same Letter,0
MOZART,Proper Name,0
SNOW-CAPPED MOUNTAIN PEAKS,Places,0
NUTRITIOUS SNACK,Food & Drink,0
EVERYTHING IS JUST PEACHY,Phrase,0
WHEAT FARM,Place,0
FOLK FESTIVAL,Event,0
DAYDREAM BELIEVER,Song Title,0
ONE GIANT LEAP FOR MANKIND,Quotation,0
ALPHABETICAL ORDER OF ONION RINGS,Before & After,0
BROADWAY,Place,0
DEEP-SEA FISHING BOAT,Thing,0
FOOTLONG HOT DOG,Food & Drink,0
HISTORIC BATTLEFIELDS,Places,0
POWER OUTAGE,Event,0
COUNTY FAIRGROUNDS,Place,0
DYNASTY & DALLAS,The 80's,0
WASHINGTON CROSSING THE DELAWARE,Event,0
ARTICHOKE HEART OF THE MATTER,Before & After,0
CHATTERBOX,Person,0
LIFE IS A HIGHWAY I WANT TO RIDE IT ALL NIGHT LONG,Song Lyrics,0
THE MIDAS TOUCH,Phrase,0
CONSTITUTIONAL AMENDMENT,Thing,0
FIGHT SONG,Thing,0
WILLIAMSBURG VIRGINIA,On the Map,0
THE AMAZING RACE,TV Title,0
THREE-PIECE AND BIRTHDAY SUIT,Same Name,0
THE WRIGHT BROTHERS' FIRST FLIGHT,Event,0
PAGER,Thing,0
SUGAR-CRUSTED MACADAMIAS,Food & Drink,0
IT'S CRUNCH TIME,Phrase,0
SHUFFLING THE CARDS,What Are You Doing?,0
LOUDSPEAKER,Thing,0
PONY EXPRESS,Proper Name,0
VIDEO GAME DESIGNER,Occupation,0
SINGING ALONG WITH THE RADIO,What Are You Doing?,0
NATURAL HISTORY MUSEUM,Place,0
HILLTOP,Place,0
RAIN FOREST TEEING WITH WILDLIFE,Place,0
EIGHT DAYS A WEEK,Song Title,0
THE WHOLE WIDE WORLD,Phrase,0
WINNING AN ELECTION,Event,0
COZY HIDEAWAY,Place,0
SOUNDS LIKE A PLAN,Phrase,0
TOMATO JUICE,Food & Drink,0
THOMAS JEFFERSON MEMORIAL,Landmark,0
THE ADVENTURES OF TOM SAWYER BY MARK TWAIN,Title/Author,0
VIDEO,Thing,0
ZOOMING AROUND ON A JET SKI,Fun & Games,0
NEWSPAPER HEADLINE,Thing,0
